,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
166327,167448,2013,NC0320100,Durham,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",13-JUL-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Individual,S,S
166328,167449,2013,NC0320100,Durham,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",10-AUG-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Rental Storage Facility,Anti-Lesbian (Female),Individual,S,S
166329,167450,2013,NC0320100,Durham,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",21-AUG-13,0.0,0.0,6,0.0,0.0,Black or African American,,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual,S,S
166330,167451,2013,NC0320100,Durham,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",12-SEP-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
166331,167452,2013,NC0320100,Durham,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",01-JAN-13,0.0,0.0,3,0.0,0.0,White,,1,Robbery,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
166332,167453,2013,NC0330100,Rocky Mount,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",29-JUN-13,0.0,0.0,1,0.0,0.0,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
166333,167454,2013,NC0330100,Rocky Mount,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",13-JUL-13,0.0,0.0,5,0.0,0.0,Black or African American,,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
166334,167455,2013,NC034049E,Wake Forest University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",12-SEP-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School-College/University,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Other,S,S
166335,167456,2013,NC034049E,Wake Forest University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",04-FEB-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,School-College/University,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
166336,167457,2013,NC0340600,North Carolina School of the Arts,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",29-JAN-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,Anti-Black or African American,Government,S,S
166337,167458,2013,NC0340600,North Carolina School of the Arts,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",05-OCT-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Simple Assault,1.0,School/College,Anti-Asian,Individual,S,S
166338,167459,2013,NC0360600,Gastonia,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",09-JUN-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
166339,167460,2013,NC0390100,Oxford,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",03-NOV-13,0.0,0.0,2,0.0,0.0,White,,1,Burglary/Breaking & Entering,1.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual,S,S
166340,167461,2013,NC0390300,Creedmoor,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",07-AUG-13,0.0,0.0,4,0.0,0.0,Black or African American,,1,Intimidation,1.0,Residence/Home,Anti-White,Individual,S,S
166341,167462,2013,NC0410000,Guilford,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",12-MAY-13,0.0,0.0,1,0.0,0.0,Black or African American,,1,Simple Assault,1.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-Gay (Male),Individual,S,S
166342,167463,2013,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",17-APR-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
166343,167464,2013,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",03-OCT-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
166344,167465,2013,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",14-NOV-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Restaurant,"Anti-Multiple Races, Group",Individual,S,S
166345,167466,2013,NC0410500,University of North Carolina:,Greensboro,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",08-SEP-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Gay (Male),Individual,S,S
166346,167467,2013,NC0410500,University of North Carolina:,Greensboro,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",18-OCT-13,0.0,0.0,1,0.0,0.0,Black or African American,,1,Simple Assault,1.0,School/College,Anti-Lesbian (Female),Individual,S,S
166347,167468,2013,NC0410500,University of North Carolina:,Greensboro,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",04-DEC-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government,S,S
166348,167469,2013,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",04-JUN-13,0.0,0.0,4,0.0,0.0,White,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization,S,S
166349,167470,2013,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",28-JUL-13,0.0,0.0,4,0.0,0.0,White,,1,Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization,S,S
166350,167471,2013,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",04-JUN-13,0.0,0.0,4,0.0,0.0,White,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization,S,S
166351,167472,2013,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",22-JUL-13,0.0,0.0,4,0.0,0.0,White,,1,Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization,S,S
166352,167473,2013,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",19-JUL-13,0.0,0.0,4,0.0,0.0,White,,1,Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization,S,S
166353,167474,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",11-JAN-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Department/Discount Store,Anti-Jewish,Business,S,S
166354,167475,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",18-JAN-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
166355,167476,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",26-JAN-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
166356,167477,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",26-JAN-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Gay (Male),Business,S,S
166357,167478,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",10-FEB-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
166358,167479,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",28-FEB-13,0.0,0.0,2,0.0,0.0,Black or African American,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
166359,167480,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",17-MAR-13,0.0,0.0,1,0.0,0.0,Black or African American,,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
166360,167481,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",19-MAR-13,0.0,0.0,1,0.0,0.0,White,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
166361,167482,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",20-MAR-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Jewish,Individual,S,S
166362,167483,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",24-MAR-13,0.0,0.0,0,0.0,0.0,Unknown,,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Gay (Male),Individual,S,S
166363,167484,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",08-APR-13,0.0,0.0,1,0.0,0.0,White,,1,Aggravated Assault,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
166364,167485,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",14-APR-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
166365,167486,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",02-MAY-13,0.0,0.0,1,0.0,0.0,Black or African American,,1,Intimidation,1.0,School/College,Anti-Hispanic or Latino,Individual,S,S
166366,167487,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",10-JUN-13,0.0,0.0,2,0.0,0.0,Black or African American,,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
166367,167488,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",28-AUG-13,0.0,0.0,3,0.0,0.0,Black or African American,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
166368,167489,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",10-SEP-13,0.0,0.0,1,0.0,0.0,Black or African American,,1,Aggravated Assault,1.0,Construction Site,Anti-Hispanic or Latino,Individual,S,S
166369,167490,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",10-OCT-13,0.0,0.0,0,0.0,0.0,Unknown,,2,Destruction/Damage/Vandalism of Property,2.0,Parking/Drop Lot/Garage,"Anti-Multiple Races, Group",Individual,S,S
166370,167491,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",16-OCT-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Business,S,S
166371,167492,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",02-NOV-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Jewish,Business,S,S
166372,167493,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",06-DEC-13,0.0,0.0,3,0.0,0.0,White,,1,Intimidation,1.0,Convenience Store,Anti-Black or African American,Individual,S,S
166373,167494,2013,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",07-DEC-13,0.0,0.0,1,0.0,0.0,White,,2,Simple Assault,2.0,Other/Unknown,Anti-Black or African American,Individual,S,S
166374,167495,2013,NC0600600,Huntersville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",14-JUL-13,0.0,0.0,0,0.0,0.0,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
166375,167496,2013,NC0602900,Mint Hill,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",13-APR-13,0.0,0.0,1,0.0,0.0,White,,1,Simple Assault,1.0,Bar/Nightclub,Anti-Black or African American,Individual,S,S
166376,167497,2013,NC0650000,New Hanover,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",26-MAY-13,0.0,0.0,1,0.0,0.0,Black or African American,,1,Simple Assault,1.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-White,Individual,S,S
